name,alias,coarse_categories,fine_categories,cuisines,associated_cuisines,area,countries,region1,region2,region3,region4,region5,text_description
Red caviar,"[{'イクラ': 'Japanese'}, {'икра': 'Russian'}]",['seafood'],['salmon roe'],['Russian' 'Japanese'],['Russian' 'Japanese'],['Russia' 'Japan'],['Russia' 'Japan'],Eastern Asia,Eastern Europe,,,,"It is made from the roe of salmonid fishes (various species of salmon and trout), which has an intense reddish hue"
Dovga,[{'Dovğа': 'Azerbaijani'}],['soup'],['dairy soup'],['Azerbaijani'],['Azerbaijani'],['Azerbaijan'],['Azerbaijan'],Western Asia,,,,,"soup made from plain yoghurt and herbs. The soup ingredients can vary seasonally and regionally, the soup usually includes coriander, dill, mint, and spinach."
Joshpara,"[{'дүшбара': 'Azerbaijani'}, {'сөсбәрә': 'Bashkir'}, {'тұшпара': 'Kazakh'}, {'чүчпара': 'Kyrgyz'}, {'тушбера': 'Tajik'}, {'chuchvara': 'Uzbek'}, {'چۆچۈرە': 'Uyghur'}, {'شيشبرك': 'Arabic'}, {'شُشْبَرَك': 'Arabic'}]",['dumpling'],['dumpling'],['Azerbaijani' 'Iranian' 'Tajik' 'Uzbek'],['Azerbaijani' 'Iranian' 'Tajik' 'Uzbek'],['Azerbaijan' 'Iran' 'Tajikistan' 'Uzbekistan'],['Azerbaijan' 'Iran' 'Tajikistan' 'Uzbekistan'],Western Asia,Southern Asia,Central Asia,,,made of unleavened wheat dough squares filled with ground meat and condiments.
Piti,"[{'putuk': 'Armenian'}, {'պուտուկ': 'Armenian'}]",['meat'],['soup' 'mutton'],['Armenian' 'Azerbaijani' 'Georgian' 'Central Asian'],['Armenian' 'Azerbaijani' 'Georgian' 'Central Asian'],['Armenia' 'Azerbaijan' 'Georgia' 'South Caucasus'],['Armenia' 'Azerbaijan' 'Georgia'],Western Asia,,,,,"It is made with mutton and vegetables (tomatoes, potatoes, chickpeas), infused with saffron water to add flavour and colour, all covered by a lump of fat, and cooked in a sealed crock"
Khash,[{'խաշ': 'Armenian'}],['soup'],['meat soup'],['Armenian'],"['Afghan' 'Albanian' 'Armenian' 'Azerbaijani' 'Bosnian and Herzegovinian'
 'Bulgarian' 'Georgian' 'Greek' 'Iranian' 'Iraqi' 'Turkish'
 'North Macedonian' 'Mongolian']","['Afghanistan' 'Albania' 'Armenia' 'Azerbaijani' 'Bosnia and Herzegovina'
 'Bulgarian' 'Georgia' 'Greek' 'Iran' 'Iraq' 'Turkey' 'North Macedonia'
 'Mongolia']","['Afghanistan' 'Albania' 'Armenia' 'Azerbaijan' 'Bosnia and Herzegovina'
 'Bulgaria' 'Georgia' 'Greece' 'Iran' 'Iraq' 'Turkey' 'North Macedonia'
 'Mongolia']",Eastern Europe,Southern Asia,Western Asia,Eastern Asia,Southern Europe,"This dish consists of boiled cow or sheep parts, which might include the head, feet, and stomach (tripe)."
Fun guo,"[{'潮州粉粿': 'Chinese'}, {'pepeiao': 'Hawaiian'}, {'Chaozhou fun guo': 'not_stated'}, {'fun quor': 'not_stated'}, {'fun gor': 'not_stated'}, {'fen guo': 'not_stated'}, {'Chiu Chow dumpling': 'not_stated'}, {'Teochew dumpling': 'not_stated'}, {'fun kor': 'not_stated'}]",['dumpling'],['dumpling'],['Chinese'],['Chinese'],['Chaoshan'],['China'],Eastern Asia,,,,,"This dish is a variety of steamed dumpling, which has chopped peanuts, garlic chives, ground pork, dried shrimp, dried radish and shiitake mushrooms as its fillings."
Wonton,"[{'餛飩': 'traditional Chinese'}, {'馄饨': 'simplified Chinese'}, {'húntun': 'pinyin'}, {'wan4 tan4': 'Jyutping'}, {'wantan': 'transliteration from Cantonese'}, {'wuntun': 'transliteration from Cantonese'}, {'雲吞': 'traditional Cantonese'}, {'云吞': 'simplified Cantonese'}, {'wan4 tan1': 'Jyutping'}, {'wenden': 'transliteration from Shanghainese'}, {'餛飩': 'traditional Shanghainese'}, {'馄饨': 'simplified Shanghainese'}]",['dumpling'],['dumpling'],['Chinese'],['Chinese'],"['Beijing' 'Sichuan' 'Hubei' 'Jiangnan' 'Jiangxi' 'Guangdong (Canton)'
 'Fujian']",['China'],Eastern Asia,,,,,"This dish is a type of dumpling. The are several common regional variations of shape, but the most versatile shape is a simple right triangle, made by folding the square wrapper in half by pulling together two diagonally opposite corners. The most common filling is ground pork or chicken and shrimp with a small amount of flour added as a binder."
Zhaliang,"[{'炸两': 'simplified Chinese'}, {'炸兩': 'traditional Chinese'}, {'zaa3 loeng2': 'Jyutping'}, {'jaléung': 'Cantonese Yale'}]",['dim sum'],['dim sum' 'rice noodle'],['Chinese'],['Chinese'],['Guangdong'],['China'],Eastern Asia,,,,,This dish is a dim sum made by tightly wrapping rice noodle roll around youtiao fried dough.
Water chestnut cake,"[{'馬蹄糕': 'not_stated'}, {'马蹄糕': 'not_stated'}, {'máhtài gōu': 'not_stated'}]",['dim sum'],['dim sum'],['Chinese'],['Chinese'],['Guangdong'],['China'],Eastern Asia,,,,,This dish is a sweet dim sum made of water chestnut.
Malay sponge cake,[{'no_alias': []}],['dim sum' 'dessert' 'cake'],['sponge cake'],['Chinese' 'Malaysian' 'Hong Kong'],['Chinese' 'Malaysian' 'Hong Kong'],"['Guangdong' 'Hong Kong' 'Malaysia' 'Singapore' 'Cambodia' 'Laos'
 'Thailand']",['China' 'Hong Kong' 'Malaysia' 'Singapore' 'Cambodia' 'Laos' 'Thailand'],South Eastern Asia,Eastern Asia,,,,"This dish is made of lard or butter, flour, and eggs, using a bamboo steamer to develop puffiness."
Chicken feet,"[{'鳯爪': 'not_stated'}, {'Fèng zhǎo': 'not_stated'}, {'鷄爪': 'not_stated'}, {'Jī zhǎo': 'not_stated'}, {'雞脚': 'not_stated'}, {'Jī jiǎo': 'not_stated'}]",['meat'],['chicken'],"['Chinese' 'Indonesian' 'Jamaican' 'Korean' 'Malaysian' 'Mexican'
 'Filipino' 'Portuguese' 'South African' 'Thai' 'Trinidadian']","['Chinese' 'Indonesian' 'Jamaican' 'Korean' 'Malaysian' 'Mexican'
 'Filipino' 'Portuguese' 'South African' 'Thai' 'Trinidadian']","['China' 'Indonesia' 'Jamaica' 'Korea' 'Malaysia' 'Mexico' 'Philippines'
 'Portugal' 'South Africa' 'Thailand' 'Trinidad']","['China' 'Indonesia' 'Jamaica' 'Korea' 'Malaysia' 'Mexico' 'Philippines'
 'Portugal' 'South Africa' 'Thailand' 'Trinidad and Tobago']",Global,,,,,This dish is a part of chicken which cooked and eaten in many countries. This dish has a distinct gelatinous texture different from the rest of the chicken meat.
Spare ribs,"[{'paigu': 'Chinese'}, {'排骨': 'Chinese'}, {'páigǔ': 'Pinyin'}, {""排骨; pinyin: páigǔ; Cantonese Yale: pàaih gwāt; lit. 'row of bones'"": 'Chinese'}, {'pàaih gwāt': 'Cantonese Yale'}, {'English': 'not_stated'}, {'Multiple Languages': 'not_stated'}]",['meat'],['meat'],['Chinese' 'American'],['Chinese' 'American'],['Southern United States'],['China' 'United States'],Eastern Asia,Northern America,,,,"This dish is a variety of ribs cut from the lower portion of a pig, specifically the belly and breastbone, behind the shoulder, and include 11 to 13 long bones. It is typically cooked low and slow, either smoked, grilled, or braised."
Shrimp toast,"[{'蝦多士': 'Cantonese'}, {'haa dō si': 'Cantonese Yale'}, {'ハトシ': 'Japanese'}, {'': 'not_stated'}]",['dim sum'],['prawn toast'],['Hong Kong'],['Hong Kong'],['Hong Kong'],['China'],Eastern Asia,,,,,"The dish is a dim sum dish. It is made from small triangles of bread, coated with a paste made from minced shrimp and cooked by baking or deep frying."
Coconut bar,[{'Coconut pudding': 'not_stated'}],['dessert'],['pudding'],['Chinese'],['Chinese' 'Hong Kong' 'Taiwanese'],['Hong Kong' 'Taiwan' 'Southern China' 'Chinatowns'],['China'],Eastern Asia,,,,,"The dish is a refrigerated dim sum dessert. It is sweet and has a soft, gelatin-like texture but is white in color rather than translucent like gelatin. The dessert is made of coconut milk (preferably freshly made) and set with a mixture of wheat starch and corn starch, or a mixture of agar agar and gelatin. It is sweetened, and sometimes sprinkled with desiccated coconuts."
Mango pudding,[{'no_alias': []}],['dessert'],['pudding'],['Hong Kong'],['Singaporean' 'Malaysian' 'Thai' 'Chinese' 'Hong Kong'],['Singapore' 'Malaysia' 'Thailand' 'Southern China'],['Singapore' 'Malaysia' 'Thailand' 'China'],Eastern Asia,South Eastern Asia,,,,"The dish is a very popular dessert. The fresh variant is prepared by the restaurant or eatery and consists of agar or gelatin, mangoes, evaporated milk, and sugar. In addition, fresh fruit such as mango, strawberries, berries and kiwifruit, are occasionally added as garnish. Served and eaten refrigerator cold, it has a rich and creamy texture."
Tong sui,"[{'糖水': 'Chinese'}, {'tong sui': 'not_stated'}, {'tim tong': 'not_stated'}]",['soup'],['sweet soup'],['Chinese'],['Chinese'],['China'],['China'],Eastern Asia,,,,,The dish is a collective term for any sweet soup served as a dessert typically at the end of a meal.
Apple dumpling,[{'no_alias': []}],['pastry'],['dumpling'],['Austrian' 'Czech' 'German' 'British' 'American'],['Austrian' 'Czech' 'German' 'British' 'American'],['Austria' 'Czech' 'Germany' 'United Kingdom' 'United States'],['Austria' 'Czech Republic' 'Germany' 'United Kingdom' 'United States'],Northern Europe,Western Europe,Northern America,Eastern Europe,,"The dish is a baked or boiled pastry-wrapped apple. To prepare it, apples are peeled, cored and sometimes quartered and placed on a portion of dough. The hole from the core may be filled with cinnamon, butter and sugar and sometimes dried fruit such as raisins, sultanas, or currants. The dough is folded over the apples and sealed. Sometimes a spiced sauce is poured over the dumplings which are then baked until tender; the sugar and butter create a sweet sauce. It can be served hot, cold, or room temperature for breakfast, dessert, or as a main dish. "
Bath bun,[{'no_alias': []}],['bread'],['sweet roll'],['English'],['English'],['England'],['England'],Northern Europe,,,,,"The dish is a sweet roll made from a milk-based yeast dough with crushed sugar sprinkled on top after baking. Variations in ingredients include enclosing a lump of sugar in the bun or adding candied fruit peel, currants, raisins or sultanas."
Belgian bun,[{'section': 'not_stated'}],['bread'],['sweet roll'],['British'],['British'],['United Kingdom'],['United Kingdom'],Northern Europe,,,,,"The dish is a sweet bun containing sultanas and usually topped with fondant icing and half a glace cherry. Some recipes also include lemon curd. The bun is round or square shaped, with rounded off edges"
Boston bun,[{'Sally Lunn': 'not_stated'}],['bread'],['sweet roll'],['Australian' 'New Zealand'],['Australian' 'New Zealand'],['Australia' 'New Zealand'],['Australia' 'New Zealand'],Australia and New Zealand,,,,,"The dish is a large spiced bun with a thick layer of coconut icing. Traditionally the bun contains sieved mashed potato, and modern versions sometimes contain raisins or sultanas. It is often served sliced and buttered, to accompany a cup of tea."
Bun kebab,"[{'بَن کباب': 'Urdu'}, {'انڈا شامی': 'Urdu'}, {'anday wala burger': 'not_stated'}]",['bread'],['sandwich'],['Pakistani'],['Pakistani'],['Karachi' 'Pakistan'],['Pakistan'],Southern Asia,,,,,"The dish is a sandwich. It is eaten as a regular street food. It is usually eaten as a main course or snack. It consists of a shallow-fried spicy patty, onions, and chutney. The chutney is made up from tamarind, salt, cumin powder, whole red chillies, and/or yogurt in a grilled bun. The patties are typically composed of ground beef or mutton, ground lentils, powdered cumin seeds, and an egg batter. Although they can be vegetarian. The patties are fried in ghee or oil. They can also be served with a fried egg or omelette and topped with tomatoes, cucumbers, or onions."
Buñuelo,"[{'boñuelo': 'not_stated'}, {'bimuelo': 'not_stated'}, {'birmuelo': 'not_stated'}, {'bermuelo': 'not_stated'}, {'bumuelo': 'not_stated'}, {'burmuelo': 'not_stated'}, {'bonuelo': 'not_stated'}]",['fritter'],['rolled fritter'],['Spanish'],['Spanish'],['Southwest Europe' 'Latin America' 'Israel' 'Africa' 'Asia'],"['Spain' 'Colombia' 'Cuba' 'Dominican Republic' 'Nicaragua' 'Philippines'
 'Puerto Rico' 'Mexico' 'Peru' 'Italy' 'Uruguay' 'Israel']",Global,,,,,"The dish is a fried dough fritter. They typically consist of a simple, wheat-based yeast dough, often flavored with anise, that is thinly rolled, cut or shaped into individual pieces, then fried and finished off with a sweet topping. It may be filled with a variety of things, sweet or savory. They can be round in ball shapes or disc-shaped."
Cheese bun,"[{""name"": ""[no_alias]""}]",['bread'],['cheese roll'],['Brazilian'],['Brazilian'],['Brazil'],['Brazil'],South America,,,,,"The dish refer to a variety of small, baked, cheese-flavored rolls, a popular snack and breakfast food. It may be made with cassava and or corn starch, and cheese. In countries where the snack is popular, it is inexpensive and often sold from street vendors, bakeries, in snack shops, and in grocery stores. "
Chelsea bun,[{'no_alias': ''}],['bread'],['sweet bun'],['British'],['British'],['Chelsea'],['United Kingdom'],Northern Europe,,,,,"The dish is a type of currant bun that was first baked in the 18th century. The bun is made of a rich yeast dough flavoured with lemon peel, cinnamon or mixed spice. The dough is rolled out, spread with a mixture of currants, brown sugar and butter, then formed into a square-sided log. The process of making this bun is very similar to that involved in producing the cinnamon roll. After being baked, traditionally the bun is glazed with syrup (or cold water and sugar). It is glazed while still hot so that the water evaporates and leaves a sticky sugar coating. Commercially made buns are sometimes topped with glace icing. "
Finger bun,[{'no_alias': 'not_stated'}],['bread'],['sweet bun'],['Australian' 'New Zealand' 'British'],['Australian' 'New Zealand' 'British'],['Australia' 'New Zealand' 'United Kingdom'],['Australia' 'New Zealand' 'United Kingdom'],Australia and New Zealand,Northern Europe,,,,The dish is a fruit bun. At one time it was a bakery and school staple but its popularity has waned.
Fruit bun,[{'no_alias': []}],['bread'],['sweet bun'],['British'],['British' 'Jamaican' 'Australian' 'Singaporean' 'Indian'],['United Kingdom' 'Jamaica' 'Australia' 'Singapore' 'India'],['United Kingdom' 'Jamaica' 'Australia' 'Singapore' 'India'],Australia and New Zealand,Caribbean,South Eastern Asia,Southern Asia,Northern Europe,"The dish is a type of sweet roll made with fruit, fruit peel, spices and sometimes nuts. They are made with fruit and fruit peel , which are sprinkled and cooked with sugar nibs."
Tuna bun,"[{'Tuna fish bun': 'English'}, {'吞拿魚包': 'Chinese'}, {'tan1 naa4 jyu4 baau1': 'not_stated'}]",['bread'],['bun'],['Hong Kong'],['Hong Kong'],['Hong Kong'],['China'],Eastern Asia,,,,,The dish is a bun that contains tuna paste.
Sticky bun,[{'no_alias': 'not_stated'}],['bread'],['sweet roll'],['Global'],['Global'],['Global'],['Global'],Global,,,,,"The dish is a type of dessert or breakfast sweet roll that generally consist of rolled pieces of leavened dough — sometimes containing brown sugar or cinnamon — compressed together to form a kind of flat loaf corresponding to the size of the pan in which they are to be baked. Before the dough is placed in the baking-pan, the latter is lined with the ""sticky"" ingredients, such as brown sugar or honey (or both), as well as nuts and raisins and perhaps more sugar and sometimes butter. After the buns are baked, they are inverted so that the pan lining then becomes a topping."
Ham and egg bun,[{'name': 'not_stated'}],['sandwich'],['sandwich'],['Hong Kong'],['Hong Kong' 'Brazilian' 'American'],['Hong Kong' 'Brazil' 'Chicago'],['China' 'Brazil' 'United States'],Eastern Asia,Northern America,South America,,,The dish is a bun or bread that contains a sheet of egg and ham.
Hamburger,[{'No alias': 'not_stated'}],['bread'],['sandwich' 'bread roll'],['German' 'American'],['German' 'American'],['Germany' 'United States'],['Germany' 'United States'],Western Europe,Northern America,,,,"The dish is a dish consisting of fillings—usually a patty of ground meat, typically beef—placed inside a sliced bun or bread roll. The patties are often served with cheese, lettuce, tomato, onion, pickles, bacon or chilis with condiments such as ketchup, mustard, mayonnaise, relish or a ""special sauce"", and are frequently placed on sesame seed buns."
Pigs in a blanket,[],['bread'],['sandwich'],['American'],['American'],['United States'],['United States'],Northern America,,,,,"The dish is a small hot dogs or other sausages individually wrapped in pastry, commonly served as an appetizer."
Sally Lunn bun,[{'no_alias': ''}],['bread'],['sweet bread'],['English'],['English'],['England'],['England'],Northern Europe,,,,,"The dish is a large bun or teacake, a type of batter bread, made with a yeast dough including cream and eggs. Sometimes served warm and sliced, with butter."
Pan de muerto,[{'no_alias': 'not_stated'}],['bread'],['sweet bread'],['Mexican'],['Mexican'],['Mexico'],['Mexico'],Central America,,,,,"The dish is a type of sweet bread. It is a sweetened soft bread shaped like a bun, often decorated with bone-shaped phalanx pieces. Some traditions state that the rounded or domed top of the bread represents a grave. It usually has skulls or crossbones added in extra dough."
Qrashel,"[{'Krachel': 'Moroccan Arabic'}, {'Lgorss': 'Moroccan Arabic'}, {'قراشل': 'Moroccan Arabic'}, {'ڭرص': 'Moroccan Arabic'}]",['bread'],['sweet roll'],['Moroccan'],['Moroccan'],['Morocco'],['Morocco'],Northern Africa,,,,,"The dish is traditional sweet sesame rolls, made with anise and fennel. They can be served with tea or coffee, and dipped in cheese, olive oil, jam or honey. The rolls are similar to brioche, but the anise seeds give them an extra flavor."
Saffron bun,"[{'revel bun': 'Cornish'}, {'tea treat bun': 'Cornish'}]",['bread'],['sweet bun' 'sweet roll'],['British' 'Dutch' 'Norwegian' 'Swedish'],['British' 'Dutch' 'Norwegian' 'Swedish'],['Cornwall' 'Netherlands' 'Sweden'],['Canada' 'Netherlands' 'Sweden'],Northern Europe,Western Europe,Northern America,,,"The dish is a rich, spiced yeast-leavened sweet bun that is flavoured with saffron and contains dried fruit including currants and raisins similar to a teacake. The main ingredients are plain flour, butter, yeast, caster sugar, currants and sultanas."
Pork chop bun,[{'no_alias': 'not_stated'}],['bread'],['sandwich'],['Macanese'],['Macanese'],['Macau'],['Macau'],Eastern Asia,,,,,The dish consists of a bun which is extremely crisp outside and very soft inside. A fried pork chop is filled into the bun horizontally.
Pets de sœurs,[{'no_alias': 'not_stated'}],['pastry'],['rolled pastry'],['Canadian'],['Canadian' 'French'],['Quebec'],['Canada'],Northern America,,,,,"The dish is a dessert that is made from pie dough; often from left over dough, that is layered with butter, brown sugar, then rolled, sliced, placed in a pan, covered with additional brown sugar, and finally baked."
Manchet,"[{'michette': 'not_stated'}, {'paindemain': 'French'}]",['bread'],['bread'],['British'],['British'],['United Kingdom'],['United Kingdom'],Northern Europe,,,,,"The dish is a wheaten, yeast-leavened bread of very good quality, or a small flat circular loaf. It was a bread that was small enough to be held in the hand."
Pineapple bun,"[{'菠蘿包': 'Chinese'}, {'bo1 lo4 baau1': 'Jyutping'}, {'酥皮包': 'Chinese'}]",['bread'],['sweet bun'],['Hong Kong'],['Hong Kong'],['Hong Kong'],['Hong Kong'],Eastern Asia,,,,,"The dish is a kind of sweet bun. Despite the name, it does not traditionally contain pineapple; rather, the name refers to the look of the characteristic topping (which resembles the texture of a pineapple)."
Hot dog bun,[{'section_name': 'not_stated'}],['bread'],['bun'],['American'],['American'],['United States'],['United States'],Northern America,,,,,The dish is a type of soft bun shaped specifically to contain a hot dog or another type of sausage.
Heißwecke,"[{'Heißwecke': 'German'}, {'Heißewecke': 'German'}, {'Hedewig': 'German'}, {'Hedewäggen': 'not_stated'}, {'Hetwegge': 'not_stated'}, {'Heiteweggen': 'not_stated'}, {'Heetwich': 'not_stated'}]",['bread'],['bread roll'],['German'],['German'],['Germany'],['Germany' 'Poland' 'Netherlands' 'United Kingdom' 'Sweden'],Northern Europe,Western Europe,Eastern Europe,,,The dish is a sweet bread roll made with milk and wheat flour that is eaten hot.
Budae-jjigae,"[{'부대찌개': 'Korean'}, {'army stew': 'English'}, {'army base stew': 'English'}, {'spicy sausage stew': 'English'}]",['stew'],['jjigae'],['Korean'],['Korean'],['Uijeongbu'],['Korea'],Eastern Asia,,,,,"The dish is a type of spicy stew that is made with a variety of ingredients, often canned or processed. Common ingredients include ham, sausage, spam, baked beans, fermented Vegetable, instant noodles, fermented chili paste, and cheese. "
Honey bun,[{'no_alias': 'not_stated'}],['bread'],['bread roll'],['American'],['American'],['North Carolina'],['United States'],Northern America,,,,,The dish is a fried yeast pastry that contains honey and a swirl of cinnamon in the dough and is glazed with icing.
Christmas ham,[{'name': 'no_alias'}],['meat'],['ham'],['Northern European'],['Northern European'],['Northern Europe' 'Anglosphere'],['Sweden' 'Finland' 'United States' 'Australia' 'Philippines'],South Eastern Asia,Australia and New Zealand,Northern Europe,Northern America,,The dish is a ham often served for special occassion dinner.
Croque monsieur,[{'no_alias': 'not_stated'}],['bread'],['sandwich'],['French'],['French'],['France'],['France'],Western Europe,,,,,"The dish is traditionally made with baked or boiled ham and sliced cheese between slices of bread, topped with grated cheese and lightly salted and peppered, and then baked in an oven or fried in a frying pan. The bread may optionally be browned by grilling after being dipped in beaten egg."
Denver sandwich,[{'St. Paul sandwich': 'not_stated'}],['bread'],['sandwich'],['American'],['American'],['Denver'],['United States'],Northern America,,,,,"The dish consists of an omelette (consisting of at least ham, onion, green pepper, and scrambled eggs), sandwiched between two pieces of bread."
Francesinha,"[{'molho de francesinha': 'Portuguese'}, {'little French woman': 'English'}]",['bread'],['sandwich'],['Portuguese'],['Portuguese'],['Porto'],['Portugal'],Southern Europe,,,,,"The dish is a sandwich made with layers of toasted bread and assorted hot meats such as roast, steak, wet-cured ham over which sliced cheese is melted by the ladling of a near-boiling tomato-and-beer sauce. It is typically served with french fries."
Ham and cheese sandwich,[{'no_alias': 'not_stated'}],['bread'],['sandwich'],['British'],['British'],['United Kingdom'],['United Kingdom'],Northern Europe,,,,,"The dish is a common type of sandwich. The bread may be fresh or toasted, filled with ham and chesse, and it can be made with a variety of toppings including cheese and Vegetable like lettuce, tomato, onion or pickle slices. Various kinds of mustard and mayonnaise are also common."
Ham and eggs,[{'no_alias': []}],['egg' 'meat'],['fried egg' 'ham'],['American'],['American'],['United States'],['United States'],Northern America,,,,,The dish is a dish combining various preparations of ham and egg.
Ham salad,[{'section': 'no_alias'}],['salad'],['ham salad'],['American' 'British'],['American' 'British' 'Canadian' 'Australian'],['American South' 'American Midwest'],['United States' 'United Kingdom' 'Canada' 'Australia'],Australia and New Zealand,Northern Europe,Northern America,,,"The dish primary ingredient, ham, is mixed with smaller amounts of chopped Vegetable or relishes, and the whole is bound with liberal amounts of a mayonnaise, salad cream, or other similar style of salad dressing."
Ham sandwich,[{'no_alias': 'not_stated'}],['bread'],['sandwich'],['British'],['British'],['United Kingdom'],['United Kingdom'],Northern Europe,,,,,"The dish is a common type of sandwich. The bread may be fresh or toasted, filled with ham, and it can be made with a variety of toppings including cheese and vegetable like lettuce, tomato, onion or pickle slices. Various kinds of mustard and mayonnaise are also common."
Hawaiian pizza,"[{""name"": ""example1"", ""address"": ""1234 Pine St.""}, {""name"": ""example2"", ""address"": ""5678 Oak St.""}]",['pizza'],['pizza'],['Canadian'],['Canadian'],['Canada'],['Canada'],Northern America,,,,,"The dish is a pizza traditionally topped with pineapple, tomato sauce, mozzarella cheese, and either ham or bacon."
Jambon-beurre,[{'parisien': 'French'}],['bread'],['sandwich'],['French'],['French'],['France'],['France'],Western Europe,,,,,"The dish is a ham sandwich made of a fresh baguette sliced open, spread with butter (salted or unsalted) and filled with slices of ham."
Takoyaki,"[{'たこ焼き': 'Japanese'}, {'蛸焼': 'Japanese'}]",['snack'],['snack'],['Japanese'],['Japanese'],['Osaka'],['Japan'],Eastern Asia,,,,,"The dish is a ball-shaped snack made of a wheat flour-based batter and cooked in a special molded pan. It is typically filled with minced or diced octopus, tempura scraps, pickled ginger, and green onion. The balls are brushed with sauce similar to Worcestershire sauce and mayonnaise, and then sprinkled with green laver and shavings of dried bonito."
Tteokbokki,"[{'떡볶이': 'Korean'}, {'tteokbokki': 'English'}, {'Tteokbokki-tteok': 'Korean'}, {'떡볶이 떡': 'Korean'}, {'tteokmyeon': 'Korean'}, {'떡면': 'Korean'}, {'gungjung-tteokbokki': 'Korean'}]",['snack' 'rice'],['rice cake'],['Korean'],['Korean'],['Korea'],['Korea'],Eastern Asia,,,,,"The dish is a simmered rice cake made from small-sized long, white, cylinder-shaped rice cakes. Fish cakes, boiled eggs, and scallions are some common ingredients paired with this dish. It can be seasoned with either spicy chili paste or non-spicy soy sauce-based sauce; the former is the most common form."
Chee Cheong Fun,"[{'Ci Ciungfan': 'not_stated'}, {'gulungan mi beras': 'Indonesian'}, {'gulungan beras kukus': 'Indonesian'}, {'jyu cheung fan': 'not_stated'}, {'Chee cheong fun': 'not_stated'}]",['dim sum' 'noodle'],['rice noodle'],['Hong Kong' 'Chinese'],['Hong Kong' 'Chinese'],['Guangdong'],['China'],Eastern Asia,,,,,"The dish is a thin roll made from a wide strip of shahe rice noodles, filled with shrimp, beef, Vegetable, or other ingredients. Seasoned soy sauce – sometimes with sauce drippings – is poured over the dish upon serving."
Plecing Kangkung,[],['vegetable'],['water spinach'],['Indonesian'],['Indonesian'],['Bali' 'Lombok'],['Indonesia'],South Eastern Asia,,,,,"The dish is made from blanched water spinach leaves and served cold with sambal made from ground red chili pepper, shallot, garlic, bird's eye chili, candlenut, kaffir lime, shrimp paste, salt, and sugar."
Cap cay,"[{'cap cai': 'Chinese'}, {'雜菜': 'Chinese'}, {'zácài': 'Chinese'}, {'mixed vegetables': 'English'}, {'cap cay': 'not_stated'}, {'cha̍p-chhài': 'not_stated'}]",['stir fry'],['sauteed vegetable'],['Chinese'],['Chinese' 'Indonesian'],['Fujian'],['China' 'Indonesia'],South Eastern Asia,Eastern Asia,,,,"The dish consists of various Vegetable such as cauliflower, cabbage, Chinese cabbage, Napa cabbage, carrot, baby corn, mushrooms, and leeks are chopped and stir-fried in a wok with small amount of cooking oil and water. Chopped garlic and onion with salt, sugar, soy sauce, cooking wine and oyster sauce are added for flavour. The liquid sauces are thickened using corn starch."
Sayur lodeh,[{'name': 'not_stated'}],['vegetable' 'soup'],['vegetable soup'],['Indonesian'],['Indonesian'],['Central Java' 'East Java'],['Indonesia'],South Eastern Asia,,,,,"The dish is a vegetable soup prepared from Vegetable cooked in coconut milk. Common ingredients are young unripe jackfruit, eggplant, chayote, melinjo beans and leaves, long beans, green chili pepper, tofu and tempeh, cooked in coconut milk and sometimes enriched with chicken or beef stock."
Sayur asem,[{'no_alias': []}],['vegetable' 'soup'],['vegetable soup'],['Indonesian'],['Indonesian'],['Jakarta' 'West Java' 'Banten'],['Indonesia'],South Eastern Asia,,,,,"The dish consists of Vegetable in tamarind soup. The sweet and sour flavour of this dish is considered refreshing and very compatible with fried or grilled dishes, including fried fish, fried chicken, and is usually eaten with steamed rice and sambal terasi chili paste."
Efo riro,"[{'ṣọkọ̀ yòkòtò': 'Yoruba'}, {'ẹ̀fọ́ tẹ̀tẹ̀': 'Yoruba'}]",['vegetable' 'soup'],['vegetable soup'],['Nigerian'],['Nigerian'],['Yorubaland'],['Nigeria'],Western Africa,,,,,"The dish is a vegetable soup. It was traditionally prepared with the locally grown Vegetable, meat, fish, and a mixture of spices. The choice of Vegetable and proteins varies based on personal preference and regional availability. The most commonly used Vegetable are spinach, pumpkin leaves, or sorrel leaves, often combined with bell peppers, chili peppers, and onions."
Ugali,"[{'nsima': 'Malawian languages (Chichewa, Chitumbuka)'}, {'pap': 'Afrikaans'}, {'sadza': 'Chishona'}, {'isitshwala': 'Ndebele'}, {'ishwala': 'Ndebele'}, {'posho': 'not_stated'}, {'papa': 'not_stated'}, {'akume': 'not_stated'}, {'amawe': 'not_stated'}, {'ewokple': 'not_stated'}, {'akple': 'not_stated'}, {'sembe': 'not_stated'}]",['corn'],['maize flour'],['Kenyan' 'Tanzanian'],['Kenyan' 'Tanzanian'],['Kenya' 'Tanzania'],"['Kenya' 'Tanzania' 'Uganda' 'Tanzania' 'Zimbabwe' 'Zambia' 'Lesotho'
 'Eswatini' 'Angola' 'Mozambique' 'Namibia'
 'Democratic Republic of the Congo' 'Malawi' 'Botswana' 'South Africa']",Middle Africa,Eastern Africa,Southern Africa,,,The dish is a type of corn meal made from maize or corn flour. It is cooked in boiling water or milk until it reaches a stiff or firm dough-like consistency.
Bobotie,"[{'Bobotie': 'Afrikaans'}, {'no_alias': 'not_stated'}]",['meat'],['minced meat' 'beef' 'lamb'],['South African'],['South African'],['South Africa'],['South Africa'],Southern Africa,,,,,The dish consists of spiced minced meat baked with an egg-based topping.
